date,value
2023-04-20 14:36:46,5.82
2023-04-20 14:36:46,40.97
2023-04-20 14:36:46,29.11
2023-04-20 14:36:46,22.7
2023-04-20 14:36:46,11.67
2023-04-20 14:36:46,51.07
2023-04-20 14:36:46,38.05
2023-04-20 14:36:46,29.99
2023-04-20 14:36:46,124.85
2023-04-20 14:36:46,16.75
2023-04-20 14:36:46,10.8
2023-04-20 14:36:46,7.74
2023-04-20 14:36:46,4.06
2023-04-20 14:36:46,2.57
2023-04-20 14:36:46,4.28
2023-04-20 14:36:46,2.23
2023-04-20 14:36:46,2.53
2023-04-20 14:36:46,1.98
2023-04-20 14:36:46,86.0
2023-04-20 14:36:46,46.0
2023-04-20 14:36:46,6.0
2023-04-20 14:36:46,5.82
2023-04-20 14:36:46,40.97
2023-04-20 14:36:46,30.08
2023-04-20 14:36:46,22.7
2023-04-20 14:36:46,11.67
2023-04-20 14:36:46,51.07
2023-04-20 14:36:46,38.63
2023-04-20 14:36:46,29.99
2023-04-20 14:36:46,124.85
2023-04-20 14:36:46,16.75
2023-04-20 14:36:46,10.8
2023-04-20 14:36:46,7.74
2023-04-20 14:36:46,4.06
2023-04-20 14:36:46,2.57
2023-04-20 14:36:46,4.28
2023-04-20 14:36:46,2.23
2023-04-20 14:36:46,2.53
2023-04-20 14:36:46,1.98
2023-04-20 14:36:46,87.0
2023-04-20 14:36:46,47.0
2023-04-20 14:36:46,6.0
2023-04-20 14:36:47,5.82
2023-04-20 14:36:47,40.97
2023-04-20 14:36:47,29.11
2023-04-20 14:36:47,22.7
2023-04-20 14:36:47,11.67
2023-04-20 14:36:47,51.07
2023-04-20 14:36:47,38.63
2023-04-20 14:36:47,29.99
2023-04-20 14:36:47,124.85
2023-04-20 14:36:47,16.75
2023-04-20 14:36:47,10.8
2023-04-20 14:36:47,7.74
2023-04-20 14:36:47,4.06
2023-04-20 14:36:47,2.57
2023-04-20 14:36:47,4.28
2023-04-20 14:36:47,2.23
2023-04-20 14:36:47,2.53
2023-04-20 14:36:47,1.98
2023-04-20 14:36:47,89.0
2023-04-20 14:36:47,49.0
2023-04-20 14:36:47,6.0
2023-04-20 14:36:48,5.82
2023-04-20 14:36:48,40.97
2023-04-20 14:36:48,30.08
2023-04-20 14:36:48,22.7
2023-04-20 14:36:48,11.67
2023-04-20 14:36:48,51.07
2023-04-20 14:36:48,38.63
2023-04-20 14:36:48,29.99
2023-04-20 14:36:48,124.85
2023-04-20 14:36:48,16.75
2023-04-20 14:36:48,10.8
2023-04-20 14:36:48,7.74
2023-04-20 14:36:48,4.06
2023-04-20 14:36:48,2.57
2023-04-20 14:36:48,4.28
2023-04-20 14:36:48,2.23
2023-04-20 14:36:48,2.53
2023-04-20 14:36:48,1.98
2023-04-20 14:36:48,90.0
2023-04-20 14:36:48,48.0
2023-04-20 14:36:48,6.0
2023-04-20 14:36:49,5.82
2023-04-20 14:36:49,40.97
2023-04-20 14:36:49,29.11
2023-04-20 14:36:49,22.7
2023-04-20 14:36:49,11.67
2023-04-20 14:36:49,51.07
2023-04-20 14:36:49,38.63
2023-04-20 14:36:49,29.99
2023-04-20 14:36:49,124.85
2023-04-20 14:36:49,16.75
2023-04-20 14:36:49,10.8
2023-04-20 14:36:49,7.74
2023-04-20 14:36:49,4.06
2023-04-20 14:36:49,2.57
2023-04-20 14:36:49,4.28
2023-04-20 14:36:49,2.23
2023-04-20 14:36:49,2.53
2023-04-20 14:36:49,1.98
2023-04-20 14:36:49,86.0
2023-04-20 14:36:49,47.0
2023-04-20 14:36:49,6.0
2023-04-20 14:36:50,5.82
2023-04-20 14:36:50,40.97
2023-04-20 14:36:50,29.11
2023-04-20 14:36:50,22.7
2023-04-20 14:36:50,11.67
2023-04-20 14:36:50,51.07
2023-04-20 14:36:50,38.63
2023-04-20 14:36:50,29.99
2023-04-20 14:36:50,124.85
2023-04-20 14:36:50,16.75
2023-04-20 14:36:50,10.8
2023-04-20 14:36:50,7.74
2023-04-20 14:36:50,4.06
2023-04-20 14:36:50,2.57
2023-04-20 14:36:50,4.28
2023-04-20 14:36:50,2.23
2023-04-20 14:36:50,2.53
2023-04-20 14:36:50,1.98
2023-04-20 14:36:50,86.0
2023-04-20 14:36:50,47.0
2023-04-20 14:36:50,6.0
2023-04-20 14:36:51,5.82
2023-04-20 14:36:51,40.97
2023-04-20 14:36:51,30.08
2023-04-20 14:36:51,22.7
2023-04-20 14:36:51,11.67
2023-04-20 14:36:51,51.79
2023-04-20 14:36:51,38.63
2023-04-20 14:36:51,29.99
2023-04-20 14:36:51,124.85
2023-04-20 14:36:51,16.75
2023-04-20 14:36:51,10.8
2023-04-20 14:36:51,8.2
2023-04-20 14:36:51,4.06
2023-04-20 14:36:51,2.57
2023-04-20 14:36:51,4.28
2023-04-20 14:36:51,2.23
2023-04-20 14:36:51,2.53
2023-04-20 14:36:51,1.98
2023-04-20 14:36:51,88.0
2023-04-20 14:36:51,48.0
2023-04-20 14:36:51,6.0
2023-04-20 14:36:51,5.82
2023-04-20 14:36:51,40.97
2023-04-20 14:36:51,30.08
2023-04-20 14:36:51,22.7
2023-04-20 14:36:51,11.67
2023-04-20 14:36:51,51.79
2023-04-20 14:36:51,39.21
2023-04-20 14:36:51,29.99
2023-04-20 14:36:51,124.85
2023-04-20 14:36:51,16.75
2023-04-20 14:36:51,10.8
2023-04-20 14:36:51,8.2
2023-04-20 14:36:51,4.06
2023-04-20 14:36:51,2.57
2023-04-20 14:36:51,4.28
2023-04-20 14:36:51,2.23
2023-04-20 14:36:51,2.53
2023-04-20 14:36:51,1.98
2023-04-20 14:36:51,89.0
2023-04-20 14:36:51,48.0
2023-04-20 14:36:51,6.0
2023-04-20 14:36:52,5.82
2023-04-20 14:36:52,40.97
2023-04-20 14:36:52,30.08
2023-04-20 14:36:52,22.7
2023-04-20 14:36:52,11.67
2023-04-20 14:36:52,51.79
2023-04-20 14:36:52,38.63
2023-04-20 14:36:52,29.99
2023-04-20 14:36:52,126.0
2023-04-20 14:36:52,16.75
2023-04-20 14:36:52,10.8
2023-04-20 14:36:52,8.2
2023-04-20 14:36:52,4.06
2023-04-20 14:36:52,2.57
2023-04-20 14:36:52,4.28
2023-04-20 14:36:52,2.23
2023-04-20 14:36:52,2.53
2023-04-20 14:36:52,1.98
2023-04-20 14:36:52,87.0
2023-04-20 14:36:52,48.0
2023-04-20 14:36:52,6.0
2023-04-20 14:36:53,5.82
2023-04-20 14:36:53,40.97
2023-04-20 14:36:53,30.08
2023-04-20 14:36:53,22.7
2023-04-20 14:36:53,11.67
2023-04-20 14:36:53,51.79
2023-04-20 14:36:53,38.63
2023-04-20 14:36:53,29.99
2023-04-20 14:36:53,126.0
2023-04-20 14:36:53,16.75
2023-04-20 14:36:53,10.8
2023-04-20 14:36:53,8.2
2023-04-20 14:36:53,4.06
2023-04-20 14:36:53,2.57
2023-04-20 14:36:53,4.28
2023-04-20 14:36:53,2.23
2023-04-20 14:36:53,2.53
2023-04-20 14:36:53,1.98
2023-04-20 14:36:53,89.0
2023-04-20 14:36:53,49.0
2023-04-20 14:36:53,7.0
2023-04-20 14:36:54,5.82
2023-04-20 14:36:54,40.97
2023-04-20 14:36:54,30.08
2023-04-20 14:36:54,22.7
2023-04-20 14:36:54,11.67
2023-04-20 14:36:54,51.79
2023-04-20 14:36:54,38.63
2023-04-20 14:36:54,29.99
