date,wavelength1,wavelength2,wavelength3,wavelength4,wavelength5,wavelength6,wavelength7,wavelength8,wavelength9,wavelength10,wavelength11,wavelength12,wavelength13,wavelength14,wavelength15,wavelength16,wavelength17,wavelength18,solar1,solar2,solar3
2023-04-20 14:36:46,5.82,40.97,29.11,22.70,11.67,51.07,38.05,29.99,124.85,16.75,10.80,7.74,4.06,2.57,4.28,2.23,2.53,1.98,86,46,6
2023-04-20 14:36:46,5.82,40.97,30.08,22.70,11.67,51.07,38.63,29.99,124.85,16.75,10.80,7.74,4.06,2.57,4.28,2.23,2.53,1.98,87,47,6
2023-04-20 14:36:47,5.82,40.97,29.11,22.70,11.67,51.07,38.63,29.99,124.85,16.75,10.80,7.74,4.06,2.57,4.28,2.23,2.53,1.98,89,49,6
2023-04-20 14:36:48,5.82,40.97,30.08,22.70,11.67,51.07,38.63,29.99,124.85,16.75,10.80,7.74,4.06,2.57,4.28,2.23,2.53,1.98,90,48,6
2023-04-20 14:36:49,5.82,40.97,29.11,22.70,11.67,51.07,38.63,29.99,124.85,16.75,10.80,7.74,4.06,2.57,4.28,2.23,2.53,1.98,86,47,6
2023-04-20 14:36:50,5.82,40.97,29.11,22.70,11.67,51.07,38.63,29.99,124.85,16.75,10.80,7.74,4.06,2.57,4.28,2.23,2.53,1.98,86,47,6
2023-04-20 14:36:51,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,124.85,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,88,48,6
2023-04-20 14:36:51,5.82,40.97,30.08,22.70,11.67,51.79,39.21,29.99,124.85,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,89,48,6
2023-04-20 14:36:52,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,87,48,6
2023-04-20 14:36:53,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,89,49,7
2023-04-20 14:36:54,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,89,48,5
2023-04-20 14:36:55,5.82,40.97,30.08,22.70,11.67,52.51,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,89,48,6
2023-04-20 14:36:56,5.82,40.97,30.08,22.70,11.67,52.51,38.63,29.99,124.85,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,87,47,6
2023-04-20 14:36:56,5.82,40.97,30.08,22.70,11.67,52.51,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,86,48,6
2023-04-20 14:36:57,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,124.85,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,88,47,6
2023-04-20 14:36:58,5.82,40.97,29.11,22.70,11.67,51.79,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,88,49,6
2023-04-20 14:36:59,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,86,48,6
2023-04-20 14:37:00,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,87,47,6
2023-04-20 14:37:01,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,90,49,6
2023-04-20 14:37:01,5.82,40.97,30.08,22.70,11.67,52.51,38.63,29.99,124.85,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,89,48,6
2023-04-20 14:37:02,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,90,49,6
2023-04-20 14:37:03,5.82,40.97,30.08,22.70,11.67,51.79,38.63,29.99,126.00,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,89,48,7
2023-04-20 14:37:04,5.82,40.97,30.08,22.70,11.67,52.51,38.63,29.99,124.85,16.75,10.80,8.20,4.06,2.57,4.28,2.23,2.53,1.98,86,47,6
