s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,loc
564,712,595,597,562,584,473,534,770,1054,414,475,778,899,391,463,437,466,267,612,726,379,2156,585,1286,223,695,32
563,712,596,600,564,587,473,535,769,1053,414,474,776,899,386,464,437,466,279,612,726,378,2160,586,1284,223,695,32
564,714,598,600,564,585,473,536,769,1054,414,475,775,899,389,463,437,466,299,612,727,381,2158,591,1286,223,696,32
564,714,595,601,565,586,474,536,769,1054,414,474,775,899,386,463,437,466,299,612,726,378,2160,585,1285,223,694,32
565,713,599,597,562,585,474,537,771,1054,414,474,777,899,390,464,436,466,292,612,725,377,2160,590,1284,223,694,32
564,712,599,597,563,585,472,535,771,1053,414,475,775,899,390,462,436,466,299,612,725,379,2160,590,1284,223,694,32
564,712,596,601,562,585,472,535,771,1053,413,476,783,899,391,463,436,466,302,612,726,379,2158,586,1284,223,695,32
564,713,596,597,563,586,474,535,770,1054,416,475,775,899,389,465,435,466,312,612,725,378,2158,584,1285,223,694,32
565,713,596,597,566,586,474,535,771,1054,414,475,775,899,391,463,436,465,274,612,725,379,2161,586,1285,223,693,32
564,713,597,599,563,585,473,534,769,1054,413,476,775,899,390,463,437,466,265,612,726,378,2162,586,1285,223,694,32
565,714,595,598,565,584,473,538,769,1055,413,475,775,899,390,466,437,466,251,612,725,379,2161,585,1284,223,696,32
565,713,598,603,564,587,474,535,771,1054,415,475,775,899,390,463,435,466,259,612,726,377,2159,586,1285,222,694,32
565,713,595,598,565,586,475,536,769,1055,415,475,775,899,390,465,435,466,267,612,726,378,2161,585,1285,223,695,32
564,715,595,598,564,586,473,535,770,1053,413,475,774,899,386,463,436,466,274,612,727,380,2160,589,1284,223,694,32
564,715,597,603,564,587,473,534,769,1053,415,474,775,898,389,464,436,466,281,612,727,378,2160,591,1284,222,695,32
564,713,599,602,564,585,476,535,769,1054,415,475,775,899,387,463,436,466,295,612,724,378,2159,585,1286,222,695,32
565,713,596,603,564,587,473,536,769,1055,417,474,776,898,388,463,436,466,304,612,725,379,2161,590,1284,223,696,32
564,713,596,598,565,585,475,536,770,1055,414,475,775,899,390,463,436,466,305,612,725,378,2162,591,1283,223,695,32
565,711,599,599,566,585,474,537,771,1053,415,474,781,899,390,466,437,466,295,612,726,378,2160,586,1284,223,694,32
564,712,596,598,564,587,474,538,771,1055,415,476,776,899,390,467,437,466,292,612,725,378,2160,586,1285,223,694,32
564,712,599,599,565,586,473,536,771,1054,413,476,780,899,389,463,437,466,296,612,725,379,2161,586,1285,223,696,32
565,712,599,598,564,585,474,534,769,1053,414,474,775,899,390,463,436,466,299,612,727,379,2160,585,1286,223,694,32
564,715,599,598,562,585,474,536,771,1053,415,476,776,899,391,465,437,466,290,612,722,378,2158,585,1284,222,695,32
564,712,598,598,563,585,473,537,769,1054,413,474,776,899,389,464,437,466,285,612,722,378,2160,585,1286,223,694,32
564,713,598,600,564,586,475,536,770,1054,413,475,777,899,387,465,436,466,295,612,726,379,2161,584,1284,223,696,32
564,713,598,604,566,587,475,535,769,1053,413,474,776,899,391,464,437,466,320,612,725,378,2159,589,1285,222,694,32
563,715,597,601,562,587,474,535,769,1054,414,475,776,899,387,464,436,466,332,612,726,377,2160,590,1286,222,695,32
564,713,596,602,565,586,473,535,770,1055,415,475,776,899,389,464,437,466,337,612,727,377,2160,591,1284,223,694,32
565,712,599,598,564,585,474,538,771,1055,415,476,777,899,390,464,437,466,328,612,726,378,2162,584,1283,223,696,32
564,715,596,600,565,586,476,536,769,1054,414,474,775,899,386,464,436,466,321,612,725,379,2161,586,1285,223,695,32
565,715,596,601,565,586,473,537,769,1054,412,474,777,899,387,465,436,466,307,612,726,378,2161,586,1287,223,693,32
565,712,597,598,565,585,474,536,772,1054,413,475,776,899,387,465,437,466,312,612,728,378,2159,585,1284,222,694,32
563,712,597,600,563,586,475,535,769,1054,413,475,776,899,388,465,437,466,309,612,723,379,2160,585,1284,222,696,32
564,714,598,603,566,586,475,535,771,1054,413,474,775,899,389,463,437,466,310,612,726,377,2160,586,1285,223,695,32
564,714,599,598,563,585,475,535,771,1054,415,474,775,899,390,464,437,466,320,612,723,378,2161,586,1286,223,695,32
564,715,599,600,564,585,473,535,769,1054,412,474,777,899,390,465,437,466,318,612,725,379,2161,585,1284,223,696,32
565,714,595,597,564,586,473,536,772,1054,417,475,776,898,391,464,436,466,318,612,725,379,2160,590,1285,222,694,32
564,713,595,600,562,587,474,537,771,1055,414,474,776,899,392,463,437,466,317,611,722,378,2160,589,1286,222,695,32
564,714,598,601,564,586,474,536,771,1054,414,474,775,899,390,463,437,466,308,612,725,378,2160,585,1284,223,694,32
564,714,599,598,566,587,473,536,770,1053,413,474,775,899,388,464,437,466,301,612,722,378,2160,586,1286,223,696,32
565,714,597,600,563,586,474,536,770,1054,415,476,776,899,390,466,437,466,296,612,727,378,2158,585,1286,223,695,32
564,713,596,603,564,586,474,536,769,1054,414,474,780,899,387,463,437,466,301,612,726,379,2160,591,1286,223,695,32
563,713,599,597,566,584,474,535,772,1054,416,474,775,899,387,465,437,466,293,612,727,378,2160,584,1284,223,696,32
564,713,598,599,564,586,473,539,769,1054,414,474,781,899,390,466,436,466,294,612,726,378,2159,586,1285,223,695,32
565,713,597,600,565,586,474,538,770,1053,413,475,776,899,391,465,437,466,298,612,726,379,2161,585,1284,223,695,32
565,713,599,600,562,585,474,537,769,1054,416,474,775,899,391,463,436,466,307,612,725,378,2160,585,1284,223,695,32
564,715,599,605,566,586,473,535,770,1053,416,476,775,898,390,465,436,466,316,612,725,378,2159,585,1285,222,695,32
564,713,595,598,563,586,473,536,769,1054,415,475,775,899,390,465,436,466,312,612,727,378,2159,585,1286,223,696,32
564,712,599,600,563,586,473,535,771,1053,414,474,776,899,387,467,436,466,306,612,725,378,2160,586,1284,223,694,32
564,714,599,602,563,585,476,538,769,1055,414,474,776,899,390,465,436,466,307,612,722,378,2159,590,1284,223,693,32
565,715,598,603,562,586,474,540,769,1054,414,474,775,899,387,466,435,466,316,612,726,378,2159,585,1286,223,694,32
564,714,599,603,564,587,471,537,769,1054,415,474,776,899,390,463,437,466,322,612,722,378,2157,586,1283,223,695,32
564,713,597,598,563,586,473,537,769,1053,414,474,775,899,387,465,437,466,321,611,727,379,2160,589,1286,222,695,32
564,713,598,600,564,586,477,536,771,1054,413,474,775,899,386,463,437,465,317,612,726,379,2160,590,1285,222,696,32
564,713,598,603,564,586,474,538,769,1054,413,474,776,899,387,463,437,463,314,611,725,378,2158,590,1286,223,695,32
564,713,598,601,564,585,474,536,771,1055,414,474,776,899,390,464,436,465,315,612,725,378,2158,590,1284,223,694,32
563,713,598,600,563,585,475,535,771,1054,414,475,776,899,390,465,436,465,312,612,725,378,2159,589,1284,222,695,32
564,715,599,600,565,587,475,536,771,1053,416,475,775,899,391,465,436,465,314,612,725,380,2158,586,1285,223,695,32
564,713,599,600,566,586,473,538,771,1054,413,474,775,899,389,464,436,465,308,611,725,380,2158,586,1284,223,693,32
563,713,598,600,564,585,474,535,771,1053,415,475,776,899,390,464,436,465,294,612,725,378,2158,585,1284,223,694,32
564,713,598,605,563,585,474,535,769,1053,416,475,776,899,391,466,436,465,296,612,726,380,2158,586,1286,223,695,32
564,712,599,605,564,586,475,537,769,1053,414,475,775,899,390,465,437,465,289,612,722,378,2158,585,1286,223,693,32
564,711,599,599,564,585,474,536,769,1054,415,474,776,899,390,465,437,465,254,612,726,378,2157,585,1284,223,695,32
564,713,598,598,563,585,472,539,769,1054,416,474,777,899,390,464,437,465,255,612,726,377,2158,585,1286,222,693,32
564,712,598,602,565,586,476,537,771,1054,414,475,779,899,391,466,437,465,260,612,728,379,2157,591,1284,223,694,32
563,712,599,601,563,586,474,536,769,1053,414,474,788,899,387,464,436,449,542,612,723,379,2157,586,1285,223,694,33
564,713,599,600,563,585,472,535,770,1053,414,474,781,899,390,465,437,453,539,612,726,379,2158,585,1286,222,694,33
563,713,599,601,564,586,474,535,770,1053,413,474,782,899,390,462,437,452,539,613,723,377,2156,585,1286,223,693,33
562,713,599,599,565,586,475,536,771,1054,414,474,781,899,387,463,436,454,539,612,725,377,2156,591,1285,222,696,33
564,711,599,597,563,585,475,536,769,1054,414,474,780,899,387,463,435,457,539,612,725,379,2158,591,1285,223,696,33
564,712,597,601,563,584,473,536,769,1054,413,474,779,899,390,464,437,457,539,612,726,378,2157,586,1287,223,693,33
563,713,599,597,562,585,474,535,769,1054,414,475,779,899,391,463,437,457,538,612,728,378,2157,585,1285,223,697,33
564,712,597,597,563,585,475,536,769,1053,415,475,780,899,390,463,437,458,537,612,726,377,2156,586,1286,223,696,33
564,712,596,597,565,585,473,536,771,1053,413,475,781,899,390,464,437,458,539,612,726,378,2156,585,1285,223,696,33
562,713,599,601,564,587,473,539,770,1053,414,475,785,898,391,463,436,458,539,612,725,378,2158,586,1284,223,693,33
565,712,597,601,565,586,475,536,769,1054,415,475,779,899,389,465,436,459,539,612,725,379,2157,591,1286,223,694,33
564,713,599,599,563,584,476,536,770,1054,413,474,780,899,387,465,435,455,539,612,726,377,2155,585,1286,223,694,33
563,712,599,599,564,584,474,536,771,1053,413,474,780,898,391,463,437,452,539,612,727,378,2157,585,1286,223,694,33
563,712,599,602,565,586,475,537,771,1053,415,475,780,899,387,465,437,455,539,612,727,378,2159,586,1284,223,695,33
564,712,598,598,563,584,475,536,770,1054,415,475,778,899,388,462,437,456,539,612,726,378,2156,585,1286,223,695,33
562,712,599,600,563,585,473,535,769,1054,414,474,778,899,387,464,437,457,539,612,726,379,2158,591,1286,223,695,33
564,714,597,604,563,586,473,536,769,1054,414,474,778,899,387,464,437,457,538,612,727,378,2159,590,1284,223,696,33
565,714,598,598,563,586,474,536,771,1053,413,474,778,899,386,465,437,458,539,612,726,378,2159,584,1286,223,695,33
564,712,597,603,564,585,475,536,769,1054,413,474,778,899,390,462,437,457,538,612,725,379,2157,585,1285,223,695,33
563,712,599,597,565,586,473,538,770,1054,415,475,778,899,391,463,437,457,539,612,727,378,2159,586,1285,223,695,33
564,713,599,598,563,586,473,536,770,1053,415,474,778,899,388,465,437,459,538,612,727,377,2161,586,1286,223,696,33
564,711,597,604,563,586,474,536,770,1053,413,474,784,899,390,463,437,458,539,612,725,379,2158,589,1284,222,697,33
563,713,598,599,565,586,477,535,771,1054,414,475,779,899,390,462,437,458,539,612,728,379,2158,586,1286,222,694,33
565,711,597,598,562,587,474,536,771,1053,414,476,779,899,391,463,437,457,539,611,726,379,2161,585,1286,223,694,33
564,712,598,600,564,584,473,537,771,1054,414,475,778,899,390,463,436,453,539,612,726,377,2160,586,1285,223,696,33
565,713,599,603,564,584,474,534,770,1054,416,475,780,899,387,462,437,455,539,612,726,380,2161,590,1286,222,695,33
564,712,598,602,563,586,477,537,770,1053,414,475,779,899,386,462,437,457,539,612,725,378,2158,590,1285,222,696,33
564,713,596,600,565,584,475,537,769,1054,414,475,780,899,388,463,437,460,538,612,727,379,2161,585,1286,223,695,33
564,711,595,598,563,586,473,535,771,1054,416,476,779,899,387,462,437,461,539,612,725,379,2160,589,1287,222,696,33
564,712,598,600,565,585,474,536,769,1053,412,475,779,899,387,464,437,460,539,612,725,379,2156,589,1285,223,694,33
565,711,599,600,562,586,474,535,770,1053,414,474,779,899,387,462,436,460,538,612,726,379,2162,586,1285,223,694,33
564,714,596,599,564,583,474,536,771,1053,413,475,779,899,390,465,436,461,539,613,725,380,2161,586,1285,223,696,33
563,713,599,600,562,586,474,537,769,1054,414,474,780,899,390,463,437,460,538,612,725,377,2158,585,1286,223,696,33
564,712,597,597,566,584,474,534,769,1053,415,474,779,899,391,465,436,459,539,612,726,379,2157,584,1284,223,695,33
564,713,598,600,566,586,474,535,769,1053,415,474,778,898,390,463,437,457,539,612,727,379,2156,584,1286,223,696,33
562,712,596,601,563,586,472,537,771,1053,413,474,778,899,389,465,437,455,539,612,725,378,2161,585,1285,223,695,33
563,712,599,597,564,586,474,534,769,1054,414,476,781,899,387,463,437,453,538,612,725,377,2159,591,1287,223,694,33
564,712,596,600,563,585,472,536,770,1053,416,474,783,899,391,464,437,457,539,612,722,379,2157,584,1284,223,695,33
564,713,596,600,564,587,473,536,771,1053,414,476,780,898,387,465,437,454,538,612,723,377,2158,586,1285,222,696,33
564,713,598,597,564,584,475,537,770,1053,414,474,781,899,391,462,437,454,539,612,724,379,2161,586,1286,223,695,33
564,712,598,597,564,586,475,535,771,1054,413,474,778,899,387,463,437,455,538,612,725,379,2158,585,1286,222,695,33
564,712,597,597,565,584,473,535,769,1053,414,474,779,898,386,463,437,455,539,612,728,378,2156,590,1285,223,695,33
563,713,598,600,566,585,473,537,769,1053,415,474,781,899,388,465,437,455,539,612,727,380,2159,591,1286,222,694,33
564,712,597,602,562,585,477,536,769,1053,414,475,779,898,387,463,437,455,539,612,725,378,2160,585,1286,223,696,33
564,712,596,597,563,584,473,538,769,1054,415,475,778,899,390,463,436,456,539,612,726,378,2157,585,1284,222,696,33
563,713,597,600,564,585,472,536,769,1054,415,476,781,899,390,465,436,455,537,612,726,377,2157,586,1284,223,694,33
564,712,599,604,563,585,474,535,771,1054,414,475,779,899,390,466,437,456,539,612,725,379,2159,586,1286,223,695,33
564,712,598,598,563,584,473,535,771,1054,414,474,778,899,390,463,437,457,539,612,725,378,2159,586,1286,223,695,33
564,713,596,599,565,584,473,535,769,1054,414,475,778,899,390,463,437,457,539,612,727,377,2158,586,1285,223,695,33
564,712,597,598,564,586,472,535,769,1054,414,474,778,899,390,462,437,457,539,612,727,378,2157,586,1283,223,695,33
564,711,599,600,563,585,472,536,769,1054,413,474,780,899,387,463,437,454,538,612,725,379,2158,590,1285,223,694,33
563,712,597,603,563,585,474,534,771,1054,415,474,780,899,390,464,437,454,538,612,726,377,2158,591,1285,222,694,33
563,712,596,598,564,586,472,536,770,1053,414,475,779,898,390,464,437,453,539,612,725,378,2157,585,1286,223,696,33
564,712,596,598,565,585,476,537,771,1054,415,474,781,899,389,463,436,457,539,612,725,379,2157,590,1287,223,695,33
564,713,599,604,563,586,473,536,771,1055,415,474,781,899,387,463,436,457,538,612,727,378,2158,590,1284,223,693,33
564,712,596,598,563,587,474,536,769,1053,413,475,784,898,390,464,436,458,538,612,725,378,2156,586,1284,222,695,33
563,713,599,599,564,585,472,536,771,1054,413,474,778,898,388,464,436,453,539,612,726,379,2157,586,1286,223,694,33
564,713,599,598,566,584,473,536,771,1053,413,475,778,899,387,465,437,452,539,612,726,379,2158,585,1284,223,694,33
563,712,597,600,563,586,473,538,770,1053,415,474,781,899,390,464,437,452,539,612,726,379,2157,586,1285,222,695,33
564,713,599,600,563,586,475,537,771,1054,413,474,781,898,387,463,437,451,539,612,726,378,2157,584,1287,223,694,33
564,713,599,597,564,585,475,537,769,1053,415,474,781,899,387,465,437,449,540,612,725,378,2158,584,1286,223,695,33
565,713,596,601,564,585,474,536,770,1053,414,474,781,899,389,465,437,450,540,611,722,379,2157,591,1284,223,695,33
564,713,598,600,565,586,474,535,770,1054,414,474,781,900,390,463,437,447,540,612,723,378,2156,584,1286,222,695,33
564,713,599,599,563,585,475,536,770,1055,414,475,782,899,392,463,437,444,542,612,728,378,2157,586,1285,223,695,33
563,711,596,600,556,586,474,536,769,1054,413,475,783,899,386,463,437,419,543,612,726,378,2156,590,1286,222,694,34
563,712,599,597,556,585,473,538,769,1054,413,474,783,899,389,463,436,417,543,612,725,378,2156,586,1284,222,696,34
562,713,599,600,557,585,474,536,769,1053,415,474,783,899,387,465,436,419,543,612,726,379,2156,589,1285,222,694,34
563,713,597,601,557,585,472,535,770,1053,414,474,783,899,388,463,435,419,543,613,725,378,2156,590,1285,223,696,34
563,712,597,598,555,585,475,535,771,1054,414,474,788,899,390,463,437,427,543,612,727,377,2158,585,1284,223,696,34
562,713,599,600,559,585,474,537,769,1055,414,475,782,899,390,464,437,416,542,612,726,379,2158,585,1286,223,694,34
563,713,599,598,556,585,472,538,769,1053,414,474,788,899,390,465,437,415,543,612,724,379,2158,585,1284,223,694,34
563,711,596,600,559,584,474,536,771,1053,413,476,783,898,390,465,435,414,542,612,725,378,2157,584,1284,223,694,34
564,711,598,600,557,586,474,536,769,1053,413,476,783,899,390,463,436,416,541,613,726,377,2157,585,1287,223,695,34
563,713,599,597,557,586,473,536,771,1054,413,474,782,899,391,464,437,409,543,612,727,378,2157,585,1286,223,694,34
564,715,596,600,559,585,475,535,769,1054,413,476,782,899,390,463,436,406,543,613,725,378,2156,586,1285,223,695,34
562,711,599,601,559,586,475,534,769,1053,413,476,783,899,387,463,436,400,540,612,726,379,2156,590,1285,223,695,34
562,712,599,597,560,586,476,536,771,1053,414,475,782,898,390,465,436,395,543,612,728,378,2156,591,1286,223,696,34
563,714,596,599,557,585,475,535,770,1053,414,476,783,899,388,463,435,395,542,612,726,379,2157,585,1286,223,695,34
562,712,595,597,560,587,474,538,769,1054,414,476,782,899,387,464,436,393,542,613,723,379,2156,586,1284,223,693,34
563,711,598,600,557,583,474,536,769,1054,415,474,782,898,387,463,437,400,542,612,723,379,2157,586,1284,223,695,34
563,713,599,600,557,585,474,536,770,1053,415,476,783,897,390,462,437,403,542,612,727,379,2155,590,1286,223,695,34
563,713,595,598,557,587,472,535,770,1054,414,474,783,899,391,465,437,402,543,612,725,378,2157,590,1286,222,695,34
563,713,599,600,557,585,475,536,771,1053,415,474,783,899,390,464,436,401,541,612,725,379,2157,586,1286,223,694,34
562,713,596,600,557,585,474,537,772,1054,416,476,781,898,390,463,436,402,543,612,725,377,2158,586,1286,222,694,34
563,711,595,600,557,584,475,536,769,1053,414,474,783,899,390,464,437,399,541,612,726,378,2156,584,1284,223,695,34
562,712,599,600,557,583,473,535,770,1053,415,475,782,899,391,462,436,402,543,612,728,378,2156,584,1285,222,695,34
562,713,598,599,558,584,472,536,771,1053,415,474,783,898,390,464,437,406,543,612,727,378,2158,584,1286,223,696,34
563,712,596,602,559,586,475,536,769,1054,415,474,782,899,387,462,437,413,542,612,726,379,2157,585,1284,223,696,34
562,711,597,599,559,584,476,537,770,1054,416,474,783,899,391,464,437,415,541,612,725,378,2156,585,1284,222,695,34
562,713,599,598,557,584,475,536,769,1049,416,474,783,898,391,466,435,417,543,612,726,379,2157,591,1286,222,693,34
562,713,595,601,556,584,473,536,769,1053,414,475,782,899,390,464,437,408,543,612,727,379,2156,590,1287,223,695,34
563,712,598,600,557,585,474,535,769,1053,416,475,783,899,387,463,437,405,543,612,725,377,2156,590,1284,222,695,34
562,713,597,597,557,585,474,539,770,1053,416,475,783,899,391,462,437,403,542,612,724,379,2155,591,1286,222,695,34
562,713,598,599,559,584,475,536,771,1053,414,475,783,898,390,463,437,405,542,612,725,379,2157,590,1285,223,694,34
563,712,595,600,557,586,473,537,770,1054,413,474,782,899,390,464,437,406,543,612,724,379,2155,584,1285,223,695,34
563,713,595,600,559,586,473,535,770,1054,415,474,782,899,390,462,437,408,543,612,725,378,2157,585,1284,223,694,34
562,714,596,600,558,585,474,536,769,1054,414,474,783,899,386,463,435,412,543,613,726,379,2158,584,1286,222,696,34
563,713,595,597,559,585,474,536,769,1053,413,474,783,899,387,463,436,411,542,612,725,378,2160,584,1286,223,694,34
562,712,595,597,557,584,472,537,770,1054,413,474,783,899,387,464,436,398,542,612,726,378,2159,590,1284,223,694,34
562,711,597,600,558,585,473,537,769,1053,414,474,782,899,387,465,437,393,543,613,726,378,2158,586,1286,223,696,34
563,712,598,597,558,584,473,535,769,1053,414,474,783,899,387,464,434,389,542,612,727,379,2158,585,1285,223,695,34
562,711,595,597,557,584,473,535,770,1055,412,475,787,898,386,462,436,408,542,612,725,377,2157,585,1284,223,695,34
562,713,595,597,559,585,473,535,769,1054,413,474,783,899,389,462,436,424,543,612,725,378,2158,589,1285,223,694,34
562,712,595,600,557,587,472,535,770,1053,413,474,788,899,391,464,436,430,543,612,726,379,2158,590,1286,222,696,34
562,713,595,600,558,586,473,535,772,1053,415,475,782,899,390,462,435,419,543,612,726,378,2158,586,1286,222,695,34
562,713,595,597,557,584,473,535,771,1053,414,475,783,899,391,466,435,414,543,612,726,378,2159,585,1285,223,695,34
562,711,596,599,559,586,471,534,769,1053,414,474,783,899,389,464,437,423,542,612,729,379,2157,586,1287,223,694,34
563,711,595,600,557,584,474,535,771,1053,414,475,783,898,391,463,437,425,542,612,726,377,2158,585,1286,223,695,34
562,712,595,597,559,586,473,535,771,1054,415,475,783,899,390,464,437,424,541,612,725,377,2158,590,1285,223,695,34
562,712,598,600,557,584,471,535,769,1054,415,475,782,899,390,463,436,419,542,612,728,379,2158,589,1286,223,695,34
563,711,599,599,557,584,472,538,770,1053,413,476,783,898,389,463,436,419,542,612,728,377,2156,590,1286,223,693,34
562,712,595,600,557,584,472,534,769,1053,414,474,782,898,389,463,437,418,541,612,726,378,2160,585,1284,223,696,34
562,711,597,601,559,585,474,536,769,1053,414,474,788,899,386,464,435,411,543,612,722,379,2157,585,1284,223,694,34
562,713,597,597,559,586,473,538,771,1054,415,474,788,899,386,463,436,411,541,612,726,380,2156,585,1286,222,696,34
563,713,597,597,559,586,474,535,769,1054,413,474,783,898,390,464,436,411,543,612,722,379,2159,586,1286,223,694,34
563,712,596,598,557,585,472,536,771,1053,412,474,783,899,390,465,436,413,542,612,725,377,2158,590,1285,222,695,34
564,713,599,598,559,585,474,534,771,1054,413,474,788,899,390,463,435,411,542,612,726,379,2157,591,1284,223,695,34
562,713,595,602,559,585,472,536,769,1055,412,475,783,898,391,465,436,408,542,612,724,378,2157,585,1285,222,694,34
562,713,595,598,557,585,473,535,770,1054,415,474,782,898,389,464,435,404,542,613,729,378,2159,586,1286,223,695,34
563,712,595,597,557,586,475,535,770,1053,414,474,782,899,389,465,437,397,543,612,728,379,2158,586,1286,223,695,34
563,713,599,598,559,584,474,535,771,1054,414,475,783,899,391,463,436,396,543,612,727,379,2157,589,1286,222,694,34
562,711,595,600,559,585,475,536,769,1054,414,475,782,899,389,463,436,397,542,612,725,379,2158,585,1286,223,695,34
562,713,597,601,559,585,473,536,769,1053,414,474,783,899,386,466,436,399,543,613,726,380,2158,586,1285,223,695,34
563,712,596,599,557,583,473,535,769,1054,416,475,782,899,389,465,436,405,542,612,726,379,2158,587,1286,223,696,34
562,713,596,598,557,585,474,535,769,1054,415,475,783,899,390,464,436,406,543,612,726,379,2158,591,1286,223,695,34
563,713,595,603,557,585,474,536,770,1054,413,474,782,899,390,463,436,407,543,612,723,379,2158,590,1285,223,694,34
563,713,599,600,559,582,471,535,771,1053,416,475,782,899,388,466,436,408,543,612,722,378,2158,590,1286,223,695,34
563,713,597,602,557,585,473,536,770,1053,413,475,788,899,389,463,435,407,543,612,725,378,2156,583,1287,223,695,34
563,712,595,597,559,585,473,536,769,1054,415,474,788,899,386,463,436,404,543,612,726,377,2159,586,1285,223,696,34
562,713,599,601,557,583,472,534,769,1054,414,474,782,899,390,464,437,401,542,612,729,379,2162,585,1284,223,694,34
562,712,595,602,559,584,473,536,770,1053,414,474,783,899,390,463,435,402,543,612,728,379,2156,586,1286,223,694,34
563,713,597,597,557,585,474,536,769,1053,414,474,783,899,387,464,437,400,543,612,725,379,2161,586,1285,223,696,34
563,713,599,600,559,582,474,536,770,1053,413,474,783,899,387,465,436,400,543,612,728,378,2159,584,1286,223,695,34
564,712,595,598,557,582,473,536,769,1054,414,474,782,899,390,467,437,398,542,612,725,378,2157,591,1285,223,695,34
562,713,597,602,556,584,472,538,770,1054,416,475,783,899,389,465,437,406,543,612,726,378,2156,590,1285,223,694,34
564,714,598,601,559,584,474,537,771,1054,415,475,783,898,391,463,437,410,542,612,725,378,2158,584,1284,223,693,34
562,713,598,598,557,585,474,535,771,1054,415,474,783,899,390,463,437,413,543,612,727,378,2159,590,1282,223,695,34
563,713,596,604,557,586,473,536,769,1054,415,475,783,899,387,463,436,420,543,612,727,379,2157,589,1285,222,696,34
563,712,598,599,556,584,474,538,771,1053,413,475,783,899,387,465,436,432,544,612,726,380,2158,584,1286,223,695,34
562,711,599,599,556,585,473,536,771,1053,415,474,785,899,388,464,434,463,544,612,725,379,2157,585,1286,223,695,35
562,711,599,597,556,584,472,535,771,1053,415,474,785,899,390,462,432,459,544,612,728,379,2161,585,1285,223,695,35
562,711,598,599,558,585,473,535,771,1054,415,475,785,899,390,463,435,459,544,613,726,378,2160,585,1285,223,697,35
562,712,596,601,556,585,473,536,770,1053,412,474,784,898,390,465,436,463,544,613,726,378,2159,586,1283,222,693,35
562,710,598,601,554,586,474,536,769,1053,415,475,784,898,390,464,437,464,543,612,726,378,2160,585,1286,223,694,35
564,713,598,604,554,586,474,536,770,1053,412,474,790,899,390,463,434,467,545,612,727,379,2162,590,1285,223,695,35
563,713,598,600,551,585,471,534,771,1053,414,475,789,899,391,462,436,465,543,613,728,380,2162,585,1285,223,694,35
562,710,596,603,554,584,474,537,769,1053,413,474,784,898,389,463,436,463,544,612,727,378,2158,591,1286,223,695,35
562,710,599,597,553,583,475,537,771,1053,413,475,783,899,390,465,435,459,544,612,725,379,2160,591,1287,223,696,35
563,712,596,600,553,586,473,535,771,1053,412,474,785,899,390,464,435,464,543,612,727,379,2157,585,1285,222,695,35
562,713,598,600,551,583,472,537,770,1055,415,475,784,899,390,463,436,465,545,612,725,379,2160,585,1285,223,694,35
563,713,599,600,552,586,476,536,769,1054,414,474,784,898,387,463,437,466,544,612,726,379,2160,586,1286,223,694,35
563,712,599,600,554,585,476,536,770,1054,414,474,784,899,388,465,436,466,543,612,728,378,2158,585,1285,223,696,35
562,711,599,600,549,585,472,535,770,1055,414,474,783,899,386,462,435,466,544,612,725,379,2161,586,1284,223,694,35
562,711,598,600,550,586,473,535,769,1054,413,474,784,899,391,463,436,466,544,612,722,378,2158,586,1286,223,695,35
563,712,597,603,552,586,473,536,770,1054,414,475,783,898,390,462,436,466,544,612,723,377,2160,586,1286,223,695,35
562,710,596,597,553,585,475,535,769,1056,415,474,784,899,391,465,436,466,544,613,726,379,2159,585,1284,222,696,35
562,712,596,601,555,586,472,535,771,1054,414,474,785,899,390,464,435,466,544,612,727,379,2162,591,1286,222,695,35
562,712,598,603,554,586,473,537,769,1054,415,475,785,899,390,463,434,466,544,612,726,378,2159,591,1287,223,695,35
562,713,598,598,554,586,474,537,771,1054,414,474,785,899,390,465,435,466,544,613,726,379,2158,586,1285,223,693,35
562,711,598,600,551,584,472,536,769,1054,415,474,784,898,390,464,436,466,544,612,725,378,2160,586,1286,222,693,35
563,712,599,602,552,586,472,537,769,1054,415,474,784,899,386,465,436,465,543,612,726,377,2160,590,1286,223,695,35
562,711,599,597,550,586,473,536,771,1054,414,474,785,899,390,464,436,465,544,612,728,380,2156,590,1287,223,695,35
562,713,595,599,551,586,474,535,771,1054,415,475,785,899,390,462,437,465,544,613,726,379,2156,590,1286,223,696,35
563,713,597,600,554,586,475,535,769,1054,413,475,784,899,388,465,435,465,544,612,728,380,2161,591,1286,222,695,35
562,712,599,600,554,586,475,536,769,1054,413,476,783,899,386,464,436,465,545,612,728,377,2159,585,1286,222,694,35
562,713,597,603,551,586,474,538,769,1054,415,475,784,899,391,464,435,466,544,612,726,377,2157,586,1285,223,695,35
563,712,597,598,551,585,474,538,771,1054,414,475,789,899,388,463,434,465,543,612,727,378,2161,585,1285,223,695,35
562,712,599,601,552,586,474,536,769,1055,413,474,789,899,386,465,435,466,544,612,722,379,2158,590,1284,223,695,35
562,713,596,599,554,585,475,535,771,1054,414,474,785,899,387,463,435,465,545,612,722,377,2157,585,1286,223,696,35
562,713,596,601,554,585,473,535,770,1056,415,474,790,899,387,464,433,465,543,612,726,377,2160,585,1285,223,695,35
