s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,loc
565,711,592,280,564,584,470,496,771,1054,415,475,792,899,391,456,438,465,544,613,726,380,2164,584,1285,223,695,6
565,712,590,284,566,586,470,496,770,1053,413,475,792,899,387,456,437,465,544,613,728,379,2162,591,1286,222,695,6
565,712,590,285,564,583,469,495,769,1054,415,474,792,899,391,454,437,465,546,613,727,378,2163,585,1287,223,695,6
565,711,589,288,563,586,470,498,771,1054,415,474,792,899,388,457,436,464,545,613,725,379,2164,585,1286,222,697,6
565,712,589,291,564,585,469,502,769,1054,414,475,792,899,387,458,436,465,546,613,723,378,2162,590,1286,223,695,6
566,711,589,288,566,585,469,502,771,1054,415,476,792,899,390,458,435,464,543,612,727,378,2163,585,1287,223,695,6
564,711,590,283,565,585,470,498,770,1055,416,474,797,899,387,457,436,465,545,612,729,379,2161,585,1285,223,696,6
565,712,590,282,563,585,470,497,771,1056,414,474,792,899,387,456,436,465,545,613,722,379,2162,590,1285,222,694,6
564,712,589,279,564,586,470,498,769,1055,413,476,797,899,390,458,437,465,545,613,727,379,2163,585,1286,223,695,6
565,711,588,283,566,586,470,498,769,1055,415,474,792,899,390,457,437,465,545,612,723,380,2161,584,1285,223,696,6
565,712,590,283,564,584,469,501,769,1055,414,474,797,899,390,455,436,464,545,613,726,380,2162,589,1285,223,696,6
565,713,590,284,566,584,470,500,771,1053,415,474,792,899,390,456,437,465,546,613,723,377,2162,590,1287,223,697,6
564,712,589,281,564,584,470,498,769,1054,415,476,792,899,392,458,437,464,545,613,726,379,2161,585,1286,222,695,6
564,712,590,285,565,585,471,496,769,1055,414,474,792,899,389,458,436,463,546,612,727,379,2161,586,1286,223,694,6
564,713,590,287,564,586,470,497,769,1054,415,475,792,899,391,456,437,463,545,612,726,379,2164,586,1286,223,696,6
565,713,588,285,565,586,469,498,771,1054,414,476,792,899,386,454,436,463,545,614,728,377,2163,586,1287,223,695,6
564,712,590,290,564,584,470,498,769,1054,415,476,792,899,387,456,435,465,546,613,727,379,2161,584,1285,223,696,6
565,712,589,290,565,584,470,499,771,1053,415,475,792,899,391,458,436,463,546,613,723,379,2163,585,1285,223,695,6
564,711,590,288,563,585,471,499,770,1053,414,475,792,899,390,456,436,463,545,613,726,379,2164,585,1286,222,696,6
564,713,591,286,565,585,470,499,769,1053,415,475,792,899,390,457,435,463,545,612,723,379,2162,590,1285,222,693,6
565,711,589,287,564,586,470,497,771,1055,414,475,792,899,390,458,436,464,546,613,727,379,2162,586,1286,223,696,6
565,711,588,286,563,585,470,501,771,1055,414,475,792,899,389,456,435,464,545,612,726,379,2162,585,1286,223,696,6
565,712,590,290,566,584,470,501,770,1055,414,475,792,899,390,456,437,465,546,613,728,377,2163,586,1287,223,695,6
565,711,591,288,565,584,471,500,770,1054,415,475,792,899,390,457,437,463,546,612,724,380,2164,589,1285,223,696,6
565,711,589,287,566,586,470,497,771,1054,415,475,797,899,390,456,437,463,545,613,726,378,2162,589,1286,223,695,6
564,711,590,287,564,586,472,497,770,1055,415,475,797,899,387,458,437,464,546,613,727,380,2164,586,1286,223,696,6
565,711,589,288,564,586,471,498,769,1056,413,474,792,899,391,456,437,465,545,613,727,378,2163,590,1285,223,696,6
564,711,591,289,563,585,471,498,771,1054,415,476,792,899,387,456,437,465,545,612,727,378,2162,591,1287,223,694,6
564,711,589,289,564,587,471,498,769,1053,416,474,792,899,386,457,437,465,545,613,729,379,2163,585,1286,223,693,6
565,711,590,290,565,586,469,499,771,1055,414,475,792,900,391,459,437,465,545,613,726,379,2162,584,1286,222,696,6
565,712,590,288,565,584,470,499,770,1055,414,477,792,899,387,456,437,465,545,612,726,378,2162,586,1286,223,693,6
565,713,590,289,565,586,472,498,771,1054,415,475,792,899,387,457,437,465,544,613,722,378,2162,585,1286,221,694,6
564,711,591,286,563,586,470,499,771,1053,415,474,792,899,390,457,436,465,545,612,723,379,2162,585,1284,222,694,6
565,711,588,288,563,585,469,501,772,1054,413,475,793,900,391,459,437,465,546,613,726,379,2163,584,1285,223,696,6
565,712,589,287,564,584,470,501,771,1054,414,477,792,899,390,457,437,465,546,613,727,378,2161,586,1286,223,695,6
564,712,588,285,563,583,469,500,771,1056,415,474,792,899,391,457,435,465,544,613,725,380,2162,590,1287,223,696,6
565,711,589,281,566,586,469,500,771,1053,415,475,792,899,390,458,436,465,544,613,729,379,2162,590,1285,223,695,6
565,712,591,279,566,586,470,499,769,1054,415,476,792,899,391,457,436,465,546,613,726,379,2162,586,1286,223,696,6
565,711,590,281,565,586,470,501,771,1054,415,476,792,899,391,456,435,465,545,612,728,379,2162,584,1286,223,696,6
564,713,588,282,563,586,470,501,769,1054,415,474,792,899,389,456,435,465,544,612,727,378,2162,591,1287,223,696,6
565,711,589,283,564,584,470,501,771,1054,415,475,792,899,391,457,436,463,545,612,727,379,2163,590,1286,223,695,6
565,712,589,288,564,586,469,501,771,1053,415,474,792,899,387,457,437,463,546,613,723,379,2162,589,1286,223,695,6
564,711,588,289,564,584,470,501,769,1053,415,476,792,899,390,458,437,465,545,612,726,379,2163,586,1286,222,696,6
565,712,589,288,566,586,470,501,772,1055,415,474,792,900,387,456,436,465,545,612,723,380,2162,586,1286,223,696,6
564,711,589,285,566,586,470,499,772,1054,415,475,792,899,387,455,436,465,544,613,727,379,2162,586,1286,222,695,6
564,711,588,282,564,584,469,497,771,1054,414,474,792,899,388,457,436,465,545,612,727,379,2163,584,1286,223,694,6
565,712,589,282,563,586,469,498,769,1054,413,476,792,899,387,457,437,465,546,613,726,379,2162,586,1285,223,696,6
565,711,589,283,563,584,471,496,770,1054,415,474,792,899,390,457,436,465,545,613,727,379,2163,591,1285,223,696,6
565,711,589,280,566,585,469,498,770,1053,415,474,792,899,390,456,436,465,544,613,727,379,2162,585,1286,223,695,6
564,712,588,282,564,585,469,496,771,1055,415,475,792,898,389,455,436,465,545,612,725,379,2162,586,1286,223,695,6
564,711,589,284,563,585,468,498,771,1056,415,475,792,899,390,457,436,465,545,612,729,380,2162,585,1284,223,694,6
565,711,589,286,564,585,469,496,771,1055,415,475,797,899,389,456,436,465,545,612,723,380,2161,590,1286,223,696,6
564,711,589,285,564,584,468,497,771,1054,417,475,797,899,390,457,436,465,545,612,724,379,2163,590,1287,223,695,6
565,711,588,286,566,584,468,498,771,1053,416,475,792,899,390,455,435,465,545,613,727,379,2160,585,1285,223,696,6
564,712,586,288,564,585,468,500,769,1054,415,476,792,899,390,458,435,465,546,612,726,378,2162,591,1286,223,695,6
564,711,588,286,566,583,470,499,771,1054,414,475,792,899,386,457,437,465,547,613,726,379,2162,590,1286,223,695,6
565,711,589,285,563,583,469,498,770,1053,414,475,792,900,387,457,437,465,544,613,727,379,2163,584,1285,223,696,6
565,711,589,285,566,584,469,498,769,1053,416,476,792,899,387,456,436,465,546,613,728,379,2162,585,1286,223,696,6
565,713,589,291,563,585,469,498,770,1055,413,476,792,899,387,457,435,465,544,613,726,379,2162,585,1286,223,694,6
564,712,590,284,565,585,469,498,769,1054,414,475,792,899,387,457,435,465,546,613,726,379,2163,585,1286,222,696,6
565,713,588,289,564,586,469,498,771,1055,414,475,792,899,387,458,434,465,544,612,726,380,2163,590,1286,222,694,6
565,713,589,286,563,584,469,497,771,1054,414,475,792,899,389,457,435,465,545,613,727,377,2162,585,1286,223,696,6
565,713,589,289,566,584,469,498,772,1054,414,476,792,899,391,457,434,464,545,613,726,379,2162,585,1287,223,695,6
565,713,588,285,564,584,469,498,771,1053,415,475,792,899,390,457,434,464,546,613,729,378,2163,585,1287,222,696,6
565,713,587,281,566,584,469,496,769,1054,416,475,792,899,390,455,435,465,546,612,728,379,2159,585,1286,222,695,6
565,712,589,275,564,586,470,497,769,1053,413,475,792,899,391,456,437,466,546,613,725,379,2159,591,1285,223,695,6
565,712,588,273,564,583,469,493,771,1054,414,476,792,899,387,456,438,467,545,612,726,379,2160,590,1286,223,695,6
565,712,588,269,566,585,468,491,769,1053,415,475,792,899,391,454,437,467,544,613,729,380,2158,586,1286,223,696,6
565,711,589,271,566,584,468,493,772,1053,416,474,792,899,387,454,437,467,545,613,727,379,2158,586,1287,223,695,6
564,711,589,281,564,585,468,497,769,1054,414,474,792,899,391,456,436,467,545,612,728,379,2159,586,1286,222,695,6
565,711,588,283,564,586,469,495,770,1053,415,474,792,899,389,458,436,467,545,613,727,379,2159,590,1286,223,694,6
565,713,595,583,565,585,472,520,771,1056,415,474,792,899,387,452,438,467,544,612,726,379,2155,586,1285,222,696,7
564,711,595,583,564,586,471,520,772,1054,414,474,792,899,391,452,437,467,546,612,728,379,2157,590,1287,222,696,7
565,713,595,583,566,586,475,522,770,1054,415,475,792,899,390,453,437,467,545,612,725,378,2161,585,1286,223,694,7
564,714,595,582,563,584,471,521,769,1054,415,474,792,899,386,452,437,467,545,613,728,378,2159,585,1287,223,696,7
565,714,594,583,565,587,474,518,769,1054,415,474,792,899,390,452,438,467,545,612,728,378,2157,585,1286,223,694,7
564,713,595,582,566,585,470,516,771,1054,414,474,792,898,390,453,438,467,546,613,728,378,2157,591,1286,223,696,7
565,713,595,583,564,586,470,517,769,1054,415,474,792,899,390,453,438,467,545,613,725,379,2157,589,1285,223,695,7
564,712,595,582,564,585,475,515,772,1054,414,474,792,899,386,453,438,467,545,612,728,378,2156,586,1286,223,693,7
565,712,595,579,564,585,472,515,769,1053,415,474,792,899,391,452,438,467,545,612,727,379,2157,586,1286,223,696,7
565,713,595,582,563,586,471,515,769,1054,414,474,792,899,386,453,437,467,546,612,728,378,2156,584,1285,222,696,7
565,712,595,582,566,585,471,516,770,1054,415,475,792,899,387,453,438,467,546,612,726,379,2157,585,1286,223,695,7
565,712,594,583,565,586,473,515,771,1054,415,474,792,899,387,453,437,467,544,612,727,378,2159,585,1286,223,695,7
565,713,595,580,564,583,472,520,770,1054,415,474,792,899,389,452,437,465,545,613,727,378,2157,584,1285,223,695,7
565,711,595,580,563,586,470,518,772,1054,414,476,792,899,391,453,438,467,545,613,727,379,2155,586,1286,222,696,7
564,712,595,583,564,585,473,518,770,1054,414,474,792,899,391,453,437,467,545,613,729,380,2158,590,1286,223,697,7
565,713,595,581,566,587,473,516,771,1054,415,474,792,899,389,454,438,467,544,613,728,379,2159,591,1285,223,694,7
565,712,596,581,563,586,471,517,770,1053,413,475,792,899,391,453,438,467,545,612,726,379,2156,591,1286,222,696,7
564,712,595,581,565,587,471,518,770,1054,414,474,792,899,391,453,438,467,545,612,725,379,2156,588,1286,222,693,7
565,712,595,582,564,585,474,515,769,1053,414,474,792,899,388,453,438,467,545,613,726,380,2157,585,1286,223,694,7
564,713,595,583,566,587,474,519,770,1053,415,474,792,899,387,452,437,466,545,612,727,379,2156,585,1286,222,694,7
565,712,595,581,563,586,475,519,771,1055,414,475,792,899,387,452,438,465,546,612,726,379,2155,585,1287,223,696,7
565,712,595,583,565,585,471,521,769,1054,414,474,792,899,390,452,438,464,545,613,728,379,2157,586,1286,223,696,7
564,712,595,583,563,586,470,519,771,1053,414,474,792,899,391,454,438,465,545,612,728,377,2157,585,1285,223,694,7
565,712,595,583,565,586,470,518,771,1054,414,474,797,899,390,453,438,465,543,613,726,379,2156,584,1287,223,693,7
564,712,595,580,566,586,473,516,771,1056,415,476,797,899,391,453,437,465,546,612,729,379,2158,590,1286,223,694,7
564,713,595,580,566,585,474,515,771,1054,414,475,792,899,390,452,437,465,545,612,728,379,2158,590,1285,223,695,7
564,712,595,583,564,587,472,515,769,1054,414,474,792,899,390,453,437,465,545,612,727,378,2156,583,1286,223,694,7
564,713,595,580,563,584,471,519,769,1056,414,474,792,899,388,451,437,465,545,613,726,378,2156,585,1285,222,694,7
564,713,595,582,564,586,472,517,771,1054,415,475,792,898,390,452,436,465,544,612,726,377,2159,588,1286,222,696,7
565,713,595,583,564,586,471,518,770,1054,414,476,792,898,388,452,438,465,545,613,729,378,2156,589,1286,223,695,7
565,714,595,582,566,584,470,518,769,1053,414,475,792,899,387,453,438,465,546,612,725,380,2156,585,1285,223,694,7
564,712,595,583,564,585,473,518,770,1054,415,474,792,899,386,453,438,465,545,612,726,379,2159,585,1286,223,696,7
564,712,595,582,563,586,472,517,769,1053,414,476,792,899,386,452,437,465,545,612,726,377,2157,584,1286,222,695,7
564,712,595,582,566,584,469,516,771,1054,414,474,792,899,391,452,438,465,546,612,726,380,2160,586,1286,223,695,7
564,713,595,581,565,585,469,517,771,1051,416,474,791,898,390,453,438,465,544,613,726,379,2159,585,1286,223,696,7
565,712,595,582,564,586,473,517,769,1053,414,474,792,899,390,453,438,465,545,612,728,379,2156,591,1286,222,696,7
565,712,595,582,565,584,471,515,771,1053,414,476,792,899,390,452,437,465,545,612,727,378,2156,586,1287,223,695,7
565,714,594,579,564,587,470,520,770,1055,415,475,792,899,390,452,438,465,545,613,727,379,2157,585,1285,223,694,7
565,711,595,583,566,586,472,518,771,1053,414,474,792,899,390,452,438,463,544,612,726,379,2159,585,1285,222,695,7
565,713,595,582,566,586,469,520,769,1053,412,475,792,899,390,452,438,463,546,612,728,379,2159,590,1286,223,694,7
564,712,595,582,564,586,470,517,770,1054,415,475,792,899,387,450,437,464,545,613,727,379,2155,590,1287,223,696,7
565,712,595,579,564,585,472,517,769,1053,415,475,792,899,391,452,437,464,544,612,729,379,2156,586,1286,223,695,7
564,713,595,578,563,585,470,518,771,1055,416,474,792,899,391,453,436,463,545,613,727,379,2162,590,1286,222,695,7
564,710,595,581,566,587,472,514,771,1053,414,475,792,899,391,452,437,464,544,613,726,379,2160,590,1285,223,694,7
566,713,595,579,565,585,471,516,771,1053,415,474,792,899,390,451,438,464,544,612,726,379,2157,585,1287,221,694,7
565,712,595,576,564,584,470,515,770,1054,416,474,792,899,387,453,438,464,544,613,726,379,2159,585,1286,223,693,7
565,711,595,579,564,586,472,516,770,1055,415,475,791,899,390,454,437,463,545,613,726,379,2159,585,1285,223,694,7
565,711,595,582,564,587,471,515,771,1054,416,475,792,899,387,452,438,461,544,613,726,378,2157,586,1286,223,694,7
565,712,595,581,564,587,471,517,771,1054,414,474,792,898,387,453,437,460,545,612,726,380,2159,590,1286,223,696,7
564,713,595,579,564,585,472,518,771,1054,414,474,792,899,387,453,436,461,544,613,726,379,2160,585,1286,222,695,7
565,711,594,579,565,586,472,517,771,1053,415,474,797,898,386,453,437,461,545,612,726,379,2157,590,1285,223,695,7
564,713,595,581,565,586,471,517,771,1053,415,475,797,899,390,452,437,463,545,613,728,378,2159,588,1285,223,697,7
564,713,595,578,565,587,470,515,769,1054,415,475,792,899,390,452,437,462,545,613,725,380,2159,585,1285,223,694,7
565,712,595,579,563,585,473,514,770,1054,415,475,797,899,390,452,437,462,545,613,726,380,2161,584,1284,223,696,7
564,712,595,579,565,585,472,515,771,1055,417,476,797,898,390,451,437,461,546,612,728,379,2160,589,1285,223,695,7
564,714,595,582,564,586,471,518,771,1053,415,474,792,898,390,452,437,462,545,612,726,379,2160,588,1285,223,695,7
564,711,595,582,565,586,470,516,771,1054,415,474,792,900,391,453,437,462,544,612,726,379,2159,584,1285,222,694,7
565,712,595,579,564,586,471,517,770,1054,415,476,792,899,389,452,437,461,545,613,728,379,2159,585,1285,223,695,7
564,712,595,579,566,585,473,518,770,1054,415,474,792,899,386,453,438,462,545,613,728,378,2160,585,1285,222,697,7
565,712,596,578,564,586,469,517,769,1053,416,474,792,899,392,452,436,462,545,612,727,377,2158,585,1286,223,694,7
564,711,595,581,566,585,470,518,771,1054,415,475,792,899,390,452,437,461,546,613,726,379,2157,584,1285,223,696,7
565,713,595,579,564,584,472,518,769,1054,415,475,792,899,391,451,436,460,545,613,726,379,2160,584,1285,223,695,7
564,712,595,582,564,587,471,517,771,1054,414,474,792,899,387,452,438,460,544,613,727,379,2160,590,1285,222,696,7
565,713,595,582,564,586,473,519,769,1054,415,475,792,899,387,452,438,462,545,613,726,379,2158,591,1286,223,696,7
565,712,595,579,563,584,471,517,770,1054,414,476,791,899,391,452,438,461,544,613,726,379,2160,585,1286,222,694,7
564,713,595,583,566,585,473,516,772,1053,414,475,792,899,387,452,439,461,544,612,727,379,2158,586,1285,223,696,7
564,712,595,583,565,585,470,516,769,1053,416,474,792,898,387,452,439,461,544,613,726,379,2157,586,1286,223,695,7
564,712,594,583,566,585,472,520,771,1053,415,475,792,898,390,452,438,461,545,612,728,379,2161,590,1286,223,694,7
565,712,596,591,564,587,472,508,770,1054,415,475,792,898,391,445,436,460,546,612,726,379,2157,585,1286,223,696,8
565,713,595,596,566,586,472,507,769,1053,415,474,792,899,387,446,437,460,546,613,726,379,2161,588,1286,223,695,8
565,713,595,591,563,585,473,504,771,1053,415,474,792,899,387,445,436,460,545,613,727,379,2161,589,1286,223,696,8
564,711,595,591,564,585,472,503,771,1053,415,474,792,899,387,445,437,460,546,612,726,379,2160,589,1286,223,696,8
564,714,595,589,566,586,473,504,770,1053,415,474,792,899,391,444,436,461,544,612,726,378,2159,585,1286,222,695,8
565,713,595,592,563,587,474,504,771,1054,415,474,797,899,390,445,436,460,545,613,727,378,2160,583,1286,223,695,8
564,713,595,591,565,585,473,504,769,1054,415,474,797,899,390,445,436,461,544,612,726,378,2161,585,1286,222,695,8
564,714,595,589,565,587,473,503,769,1053,415,476,792,899,387,445,436,461,546,612,728,380,2158,584,1287,223,696,8
565,713,595,592,566,584,471,501,769,1056,415,474,797,899,390,445,436,461,545,613,728,379,2159,588,1287,222,696,8
564,713,595,591,564,587,472,502,770,1054,414,475,797,899,388,446,434,460,545,612,728,379,2159,583,1286,221,695,8
565,711,595,591,564,586,474,502,769,1053,414,475,792,899,386,444,435,461,545,612,726,378,2159,590,1285,223,695,8
564,712,595,589,566,585,471,504,771,1053,415,476,792,899,386,444,436,460,544,612,727,379,2160,583,1286,223,696,8
564,713,595,591,566,585,473,503,771,1055,414,475,792,899,388,445,435,459,546,612,728,380,2159,589,1287,223,696,8
565,714,595,589,564,587,474,502,769,1054,414,474,792,899,390,445,436,459,544,613,727,379,2160,590,1287,223,695,8
564,712,595,589,565,585,469,500,769,1054,413,474,792,899,391,445,436,459,544,613,726,379,2161,588,1285,223,695,8
565,712,595,593,567,585,469,502,769,1055,415,474,792,899,392,445,434,459,546,613,726,379,2159,589,1287,223,695,8
563,714,595,591,566,586,473,502,769,1055,414,475,792,899,391,445,436,460,544,613,726,379,2160,584,1286,223,695,8
565,713,595,591,564,586,472,499,770,1055,415,474,792,899,390,445,436,461,545,612,726,378,2159,585,1286,222,696,8
565,714,595,590,563,586,470,500,769,1053,414,474,792,899,387,443,436,461,543,613,725,380,2161,584,1286,222,695,8
565,713,595,593,564,586,475,499,769,1054,415,474,792,898,390,445,436,459,545,612,727,378,2159,584,1284,222,694,8
565,713,595,589,563,587,475,502,771,1054,414,474,792,898,392,445,436,460,545,612,727,379,2158,590,1286,223,693,8
564,713,595,589,566,586,471,502,771,1054,415,474,792,899,390,444,436,460,545,612,727,379,2162,585,1286,223,695,8
565,714,595,590,563,587,471,499,771,1053,413,474,792,899,388,444,436,462,545,612,726,379,2161,583,1286,223,696,8
564,713,595,593,565,586,472,499,769,1055,415,475,792,899,391,445,434,461,546,613,723,379,2159,584,1286,222,694,8
564,712,595,592,566,586,473,503,769,1055,414,475,792,899,392,445,434,460,544,613,727,379,2160,585,1287,223,693,8
564,713,595,590,565,585,472,504,769,1054,413,474,797,899,390,445,435,462,545,612,727,378,2160,585,1286,222,697,8
565,712,595,590,564,585,472,504,771,1054,415,475,792,899,388,445,435,462,545,613,728,380,2156,590,1286,223,694,8
564,711,595,591,564,585,473,501,769,1055,413,474,792,899,387,443,436,462,545,613,727,379,2156,588,1286,223,696,8
565,712,595,592,564,585,472,499,770,1054,415,476,792,899,390,444,435,461,545,613,727,379,2160,583,1284,223,695,8
564,713,595,591,563,587,472,499,769,1053,415,474,792,899,390,444,435,462,545,613,727,378,2159,582,1287,222,695,8
564,712,595,589,565,586,472,503,771,1052,414,474,792,899,390,443,436,462,544,612,726,378,2158,583,1285,223,696,8
564,713,595,591,564,587,471,502,770,1054,414,475,792,898,391,444,436,462,545,612,726,379,2157,583,1287,222,695,8
564,713,595,591,566,584,470,500,770,1054,415,476,792,898,388,442,436,462,545,613,727,379,2159,588,1286,222,695,8
564,714,595,592,565,587,475,501,769,1055,414,474,792,899,387,445,436,462,545,613,723,378,2160,589,1285,222,695,8
565,714,595,589,566,585,475,501,771,1056,416,475,792,899,388,444,434,462,545,613,727,379,2156,588,1286,223,694,8
565,713,595,591,564,586,470,499,769,1054,413,474,792,899,389,443,436,461,545,612,727,379,2157,590,1287,223,695,8
565,712,595,591,564,586,471,501,769,1054,413,474,792,899,387,445,436,462,544,612,727,379,2159,584,1286,223,695,8
565,712,595,591,564,587,472,500,769,1054,415,475,797,898,387,445,434,462,544,613,727,379,2160,583,1286,223,696,8
565,711,595,591,563,585,473,498,770,1054,416,476,797,898,390,444,436,461,545,612,729,379,2157,590,1286,223,695,8
565,713,595,591,566,586,473,501,769,1053,414,474,797,899,390,444,435,462,544,612,726,380,2160,583,1286,222,695,8
565,712,595,591,565,586,472,501,769,1053,413,474,792,898,390,444,434,462,544,612,726,379,2160,585,1286,223,696,8
565,713,595,590,564,586,475,500,769,1053,414,475,792,898,389,444,437,461,545,613,727,379,2158,584,1286,223,696,8
564,714,595,589,564,587,471,503,769,1055,415,475,792,899,390,443,436,462,545,613,726,380,2158,584,1285,222,695,8
565,713,595,592,563,586,474,503,769,1054,414,474,792,899,390,445,436,462,543,613,728,379,2160,590,1287,223,695,8
565,713,595,590,564,586,475,500,769,1053,414,475,792,899,391,445,435,462,545,612,726,378,2158,590,1285,222,695,8
564,712,595,591,565,586,472,500,769,1054,414,475,792,899,386,444,436,462,544,612,727,377,2156,585,1285,223,695,8
564,713,595,592,565,587,470,502,770,1054,416,474,792,899,390,444,437,462,546,613,727,379,2161,583,1286,222,695,8
565,713,595,591,566,584,471,499,772,1054,413,476,791,899,392,445,435,462,544,612,726,379,2156,585,1286,222,694,8
565,713,595,590,563,586,474,501,771,1053,414,476,792,899,386,444,436,462,544,613,728,379,2156,584,1285,223,693,8
565,713,595,589,564,586,474,502,769,1053,414,475,792,898,387,444,436,462,544,613,725,378,2158,584,1286,223,696,8
565,713,595,592,563,586,470,499,769,1054,415,477,792,898,391,444,436,462,546,612,727,379,2153,589,1286,222,695,8
564,712,595,591,563,587,473,501,770,1054,414,475,792,899,391,445,435,462,544,613,727,378,2159,584,1285,222,695,8
565,713,595,589,564,586,472,499,769,1056,415,474,792,899,391,443,436,461,545,612,727,379,2159,589,1286,222,696,8
563,713,596,589,565,585,470,498,771,1054,415,476,792,898,391,444,437,462,546,613,726,379,2157,584,1286,223,695,8
564,712,595,590,565,585,475,499,770,1054,415,475,792,899,390,444,434,461,544,613,726,378,2157,590,1285,223,693,8
565,713,595,591,564,587,472,501,770,1054,413,474,792,899,386,445,436,460,545,612,728,379,2157,590,1287,222,696,8
565,711,595,590,564,585,472,499,771,1054,415,474,792,899,390,443,435,462,545,613,729,379,2159,583,1287,222,695,8
564,714,595,590,564,586,473,500,769,1054,415,475,792,899,389,445,435,462,545,612,726,379,2157,585,1286,223,695,8
564,711,595,591,566,586,475,502,771,1053,414,474,792,899,390,445,435,462,544,613,727,379,2157,583,1286,222,696,8
564,712,595,591,564,586,470,501,772,1054,414,474,792,899,387,444,436,462,545,613,723,380,2157,584,1286,223,694,8
565,711,595,591,565,587,471,502,770,1054,416,476,792,898,388,444,436,461,544,612,727,377,2156,583,1286,223,696,8
564,713,594,589,566,587,473,500,770,1054,415,474,792,899,390,445,435,460,545,612,723,378,2155,584,1287,222,696,8
565,714,595,591,564,585,473,500,769,1055,415,474,792,899,390,445,436,460,544,614,726,379,2157,584,1286,223,696,8
564,712,595,591,566,586,473,499,769,1054,412,474,797,898,390,444,436,460,545,613,725,379,2158,585,1286,222,694,8
564,711,595,589,565,587,470,500,771,1054,414,476,797,899,390,444,436,461,544,613,727,379,2158,589,1286,223,695,8
565,712,595,590,564,587,473,500,771,1054,414,474,792,899,387,445,436,461,545,614,727,380,2159,583,1286,223,696,8
565,714,595,590,564,587,471,502,770,1054,414,475,792,899,391,444,437,461,544,612,727,379,2157,583,1285,222,695,8
565,713,595,595,563,586,471,506,770,1054,415,475,792,899,390,446,437,459,545,612,727,379,2155,585,1286,223,694,8
565,712,596,591,564,586,474,508,771,1054,415,474,792,898,391,447,437,461,544,613,727,379,2157,588,1286,223,695,8
565,713,595,591,565,585,474,507,771,1054,415,475,792,899,391,445,436,462,545,613,728,379,2159,583,1285,223,696,8
565,711,595,596,564,586,472,508,771,1054,414,476,792,899,387,446,437,460,544,612,727,379,2156,589,1286,223,695,8
565,711,594,593,566,586,470,505,772,1055,415,474,792,899,387,447,436,459,544,613,726,379,2158,584,1287,223,696,8
565,711,595,593,563,585,473,505,770,1055,416,476,792,899,392,446,436,459,545,613,728,379,2160,590,1286,223,696,8
564,714,595,593,565,588,473,528,769,1055,413,475,792,899,388,445,436,461,544,613,727,379,2130,582,1284,222,694,9
565,714,598,596,566,585,473,527,769,1054,415,476,792,899,391,445,436,460,545,613,726,379,2131,582,1286,223,696,9
565,713,599,593,566,586,472,532,769,1055,415,474,792,899,387,445,437,461,545,613,727,380,2143,582,1286,222,696,9
564,712,595,591,564,586,471,530,770,1055,414,476,792,899,388,444,437,461,545,612,726,377,2149,587,1285,223,695,9
565,713,595,594,564,587,474,530,771,1054,415,475,792,899,388,444,437,462,545,612,723,379,2155,588,1285,222,696,9
565,713,595,593,564,586,473,529,770,1054,414,474,792,899,390,443,437,463,546,613,723,379,2155,588,1286,223,696,9
564,713,595,594,563,586,472,528,769,1054,414,474,792,899,391,442,437,463,545,612,726,379,2155,587,1286,222,694,9
564,714,595,591,565,585,472,528,769,1054,414,474,792,899,391,444,437,465,546,613,723,378,2155,583,1285,222,695,9
564,714,595,591,565,587,472,530,770,1055,414,475,792,899,392,445,437,463,545,613,728,379,2154,583,1286,223,694,9
565,711,595,593,566,586,474,527,769,1055,414,474,792,899,388,443,437,463,546,612,725,378,2157,582,1286,223,697,9
565,713,594,593,563,586,474,528,771,1054,414,474,792,899,390,444,437,464,544,612,726,380,2156,583,1285,223,696,9
564,713,595,591,564,585,474,527,771,1055,414,474,792,899,391,444,437,463,544,613,727,379,2154,583,1286,223,695,9
564,712,596,593,564,587,471,527,771,1054,413,474,797,899,392,443,437,462,545,613,726,377,2156,582,1286,223,696,9
564,713,595,591,565,587,472,527,771,1055,416,474,797,899,387,443,437,463,545,612,728,377,2156,587,1285,223,695,9
564,712,595,593,564,587,473,527,770,1053,414,474,792,899,387,444,436,464,545,613,726,378,2152,587,1285,223,694,9
564,713,595,591,564,586,473,529,771,1054,414,475,792,899,389,444,437,464,544,613,727,379,2151,582,1286,223,696,9
565,714,595,591,565,585,474,527,771,1055,414,474,792,899,388,443,437,464,545,612,728,379,2153,583,1285,222,695,9
564,713,595,593,566,587,471,529,769,1055,412,474,792,899,387,444,437,464,546,613,727,378,2154,584,1285,223,694,9
564,712,595,591,564,585,471,529,770,1055,415,474,792,898,388,444,436,465,546,613,723,379,2156,582,1286,223,694,9
565,714,594,592,564,585,472,527,769,1054,414,475,792,900,387,445,436,465,544,613,723,378,2154,587,1286,222,696,9
565,713,595,593,564,584,473,528,769,1054,416,474,792,899,390,444,437,465,545,612,727,379,2154,588,1285,222,696,9
564,713,596,593,563,586,471,530,769,1054,414,473,792,899,390,442,437,464,546,612,727,379,2155,582,1286,223,696,9
564,713,595,593,566,585,473,529,770,1055,414,474,792,899,392,444,436,463,545,612,727,379,2154,582,1287,223,696,9
